编号,菜名,分类,配料 (g),适用餐次,口味,预计成本/份,热量 (kcal),蛋白质 (g),脂肪 (g),碳水 (g),标签
842,爽口萝卜,蔬菜菜系,"白萝卜(200g), 盐(8g), 白醋(15g), 白糖(10g), 蒜(5g), 小米辣(3g), 香油(2g)","午餐, 晚餐",咸鲜,1.5,60,1.2,0.5,13.5,素菜
843,牛肉煮红薯粉,蔬菜菜系,"牛肉片(80g), 红薯粉(100g), 大白菜(80g), 豆芽(30g), 葱(10g), 姜(5g), 蒜(5g), 食用油(8g), 酱油(12g), 盐(2g), 糖(1g), 料酒(5g), 水(400g)","午餐, 晚餐",清淡,8.5,450,22,15,55,素菜
844,狼牙土豆,蔬菜菜系,"土豆(300g), 食用油(20g), 辣椒粉(5g), 花椒粉(2g), 盐(3g), 糖(2g), 孜然粉(2g), 葱花(10g), 蒜末(5g)","午餐, 晚餐",咸鲜,2.8,350,4.5,12.5,55,素菜
845,现炒花生米,蔬菜菜系,"花生米(150g), 食用油(15g), 盐(2g)","午餐, 晚餐",咸鲜,2.5,900,35,75,30,素菜
846,番茄烧豆腐,蔬菜菜系,"豆腐(200g), 番茄(150g), 葱(10g), 蒜(5g), 食用油(15g), 盐(3g), 糖(2g), 酱油(5g)","午餐, 晚餐",咸鲜,2.8,225,12.5,12,15,素菜
847,番茄烩洋芋片,蔬菜菜系,"番茄(200g), 土豆(250g), 食用油(15g), 盐(5g), 糖(3g), 葱(10g), 蒜(10g), 水(适量)","午餐, 晚餐",咸鲜,3.5,280,4,10,45,素菜
848,白参蒸鸡蛋,蔬菜菜系,"鸡蛋液(200g), 白参(15g), 温水(200g), 盐(2g), 生抽(5g), 香油(2g), 葱花(3g)","午餐, 晚餐",清淡,2.8,160,12,10,3,素菜
849,白灼菜心,蔬菜菜系,"菜心(200g), 蒜(10g), 葱白(5g), 食用油(15g), 蒸鱼豉油(20g)","午餐, 晚餐",清淡,2.5,120,3.5,8.5,8,素菜
850,白菜炒蘑菇,蔬菜菜系,"大白菜(200g), 蘑菇(100g), 食用油(15g), 蒜(10g), 盐(3g), 鸡精(2g)","午餐, 晚餐",咸鲜,2.8,125,4.5,9.2,8,素菜
851,白菜炖粉条,蔬菜菜系,"白菜(200g), 粉条(干)(80g), 猪肉片(50g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 酱油(15g), 盐(3g), 水(适量)","午餐, 晚餐",清淡,4.2,385,12.5,18.2,42.3,汤类
852,白菜烧豆腐,蔬菜菜系,"白菜(200g), 豆腐(150g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 酱油(15g), 盐(2g), 糖(3g), 水(50g)","午餐, 晚餐",咸鲜,2.8,185,9.5,12,10,素菜
853,白菜豆腐皮,蔬菜菜系,"白菜(200g), 豆腐皮(80g), 食用油(15g), 大蒜(10g), 盐(3g), 鸡精(2g)","午餐, 晚餐",咸鲜,2.8,215,10.5,15.2,8.3,素菜
854,百合红枣南瓜,蔬菜菜系,"南瓜(200g), 百合干(15g), 红枣(20g), 冰糖(10g), 食用油(5g)","午餐, 晚餐",咸鲜,3.2,180,2.5,2,40,素菜
855,皮蛋豆腐,蔬菜菜系,"内酯豆腐(200g), 皮蛋(50g), 葱花(5g), 生抽(15g), 香醋(5g), 香油(3g), 糖(2g)","午餐, 晚餐",咸鲜,2.8,150,10.5,8.2,7.5,素菜
856,盐水毛豆,蔬菜菜系,"毛豆荚(200g), 食盐(8g), 八角(2g), 花椒(1g), 干辣椒(1g), 水(适量)","午餐, 晚餐",咸鲜,1.8,120,10,6,10,素菜
857,砂锅脆皮,蔬菜菜系,"猪五花肉(100g), 脆皮豆腐(80g), 白菜(80g), 金针菇(30g), 木耳(20g), 胡萝卜片(20g), 姜片(10g), 蒜瓣(10g), 葱花(5g), 食用油(15g), 酱油(12g), 蚝油(10g), 盐(2g), 糖(2g), 高汤(200g)","午餐, 晚餐",咸鲜,8.5,320,18,22,12,素菜
858,空心菜炒鸡蛋,蔬菜菜系,"空心菜(200g), 鸡蛋(120g), 食用油(15g), 蒜(10g), 盐(3g), 鸡精(2g)","午餐, 晚餐",咸鲜,2.8,235,12.5,16.8,6.2,素菜
859,笋尖油菜,蔬菜菜系,"油菜(200g), 笋尖(80g), 蒜末(10g), 食用油(12g), 盐(2g), 鸡精(1g)","午餐, 晚餐",咸鲜,3.2,125,4.5,8.2,8.6,素菜
860,粉丝娃娃菜,蔬菜菜系,"娃娃菜(200g), 粉丝(干)(50g), 蒜(20g), 小米椒(5g), 食用油(15g), 生抽(20g), 蚝油(10g), 糖(3g), 盐(2g)","午餐, 晚餐",咸鲜,3.5,185,4.2,7.5,25.8,素菜
861,粉丝炒莲花白,蔬菜菜系,"莲花白(200g), 粉丝(50g), 猪肉丝(30g), 干辣椒(2g), 蒜末(5g), 姜末(3g), 食用油(15g), 生抽(10g), 老抽(3g), 盐(2g), 糖(1g), 鸡精(1g)","午餐, 晚餐",咸鲜,3.8,285,7.5,12.2,35.6,素菜
862,素炒娃娃菜,蔬菜菜系,"娃娃菜(200g), 蒜末(10g), 食用油(15g), 盐(3g), 糖(2g), 鸡精(1g)","午餐, 晚餐",咸鲜,2.5,120,3.5,9,8,素菜
863,素炒小豆芽,蔬菜菜系,"绿豆芽(200g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 盐(2g), 鸡精(1g)","午餐, 晚餐",咸鲜,1.2,120,4.5,9,7.5,素菜
864,素炒山药,蔬菜菜系,"山药(200g), 胡萝卜(50g), 青椒(30g), 木耳(干, 5g), 食用油(15g), 蒜(10g), 盐(3g), 糖(2g), 淀粉(3g)","午餐, 晚餐",咸鲜,3.8,185,3.2,7.5,28.5,素菜
865,素炒茼蒿,蔬菜菜系,"茼蒿(200g), 蒜(10g), 食用油(15g), 盐(2g), 鸡精(1g)","午餐, 晚餐",咸鲜,2.5,120,3.5,10.2,5.8,素菜
866,素炒荷兰豆,蔬菜菜系,"荷兰豆(150g), 胡萝卜片(30g), 蒜片(10g), 食用油(15g), 盐(2g), 糖(1g)","午餐, 晚餐",咸鲜,3.5,120,4.5,6,12,素菜
867,素炒菠菜,蔬菜菜系,"菠菜(200g), 大蒜(10g), 食用油(15g), 盐(3g)","午餐, 晚餐",咸鲜,1.8,120,5,8.5,7,素菜
868,素炒金针菇,蔬菜菜系,"金针菇(200g), 青椒(30g), 红椒(30g), 大蒜(10g), 食用油(15g), 盐(3g), 生抽(10g), 蚝油(5g)","午餐, 晚餐",咸鲜,3.2,125,4.5,8.2,10.5,素菜
869,红枣蒸南瓜,蔬菜菜系,"南瓜(200g), 红枣(30g), 冰糖(10g), 水(适量)","午餐, 晚餐",清淡,2.5,120,1.2,0.3,30.5,素菜
870,红椒泡蒜,蔬菜菜系,"红椒(60g), 大蒜(40g), 白醋(20g), 白糖(10g), 盐(5g), 食用油(5g)","午餐, 晚餐",咸鲜,1.8,65,1.5,3.2,8.5,素菜
871,红油顺风,蔬菜菜系,"熟猪耳(120g), 黄瓜(50g), 洋葱(30g), 油炸花生(20g), 红油(15g), 生抽(10g), 香醋(5g), 白糖(3g), 蒜末(5g), 盐(1g), 香菜(2g)","午餐, 晚餐",麻辣,8.5,320,15.5,24,9.5,素菜
872,红烧茄子,蔬菜菜系,"茄子(300g), 猪肉末(50g), 葱(10g), 姜(5g), 蒜(10g), 食用油(20g), 酱油(15g), 老抽(5g), 白糖(8g), 淀粉(5g), 水(适量)","午餐, 晚餐",咸鲜,4.5,350,10,22,30,素菜
873,红烧豆腐,蔬菜菜系,"豆腐(300g), 猪肉末(50g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 酱油(15g), 糖(5g), 盐(2g), 水淀粉(20g)","午餐, 晚餐",咸鲜,3.5,320,18,20,15,素菜
874,美极杏鲍菇,蔬菜菜系,"杏鲍菇(300g), 青椒(50g), 红椒(50g), 大蒜(10g), 姜(5g), 食用油(20g), 美极鲜味汁(15g), 蚝油(10g), 白糖(5g), 盐(2g)","午餐, 晚餐",咸鲜,6.5,165,4.5,9.2,17.3,素菜
875,老妈洋芋,蔬菜菜系,"土豆(200g), 植物油(15g), 葱(10g), 蒜(5g), 辣椒面(3g), 盐(2g), 花椒粉(1g)","午餐, 晚餐",咸鲜,2.5,220,3.5,8,33,素菜
876,耗油生菜,蔬菜菜系,"生菜(200g), 蚝油(20g), 蒜(10g), 食用油(5g), 盐(1g), 糖(1g)","午餐, 晚餐",咸鲜,2.5,85,2.5,5.2,8.1,素菜
877,肉酱豆花,蔬菜菜系,"豆花(200g), 猪肉末(50g), 郫县豆瓣酱(20g), 姜末(5g), 蒜末(5g), 葱花(10g), 食用油(15g), 酱油(5g), 糖(3g), 花椒粉(1g), 水淀粉(10g)","午餐, 晚餐",咸鲜,4.2,285,12.5,18.5,15.2,素菜
878,腌萝卜白菜,蔬菜菜系,"白萝卜(100g), 白菜(80g), 盐(5g), 白糖(10g), 白醋(15g), 蒜末(5g), 姜末(3g), 辣椒油(8g), 芝麻油(2g)","午餐, 晚餐",咸鲜,1.2,65,1.5,3.2,8.5,素菜
879,腰果炒芹菜,蔬菜菜系,"芹菜(200g), 腰果(30g), 猪肉丝(40g), 红椒(10g), 姜(5g), 蒜(5g), 食用油(15g), 盐(2g), 鸡精(1g), 淀粉(3g), 料酒(5g)","午餐, 晚餐",咸鲜,4.2,285,9.5,21.5,12.8,素菜
880,腰果花生,蔬菜菜系,"腰果(50g), 花生(50g), 食用油(15g), 盐(1g)","午餐, 晚餐",咸鲜,4.5,420,12,36,15,素菜
881,花仁萝卜干,蔬菜菜系,"萝卜干(150g), 花生仁(50g), 食用油(15g), 白砂糖(5g), 生抽(10g), 香油(5g), 熟白芝麻(3g)","午餐, 晚餐",咸鲜,3.2,285,10,18,20,素菜
882,芹菜炒胡萝卜,蔬菜菜系,"芹菜(200g), 胡萝卜(100g), 食用油(15g), 大蒜(10g), 盐(3g)","午餐, 晚餐",咸鲜,2.5,120,2.5,8,12,素菜
883,苦瓜炒蛋,蔬菜菜系,"苦瓜(200g), 鸡蛋(100g), 食用油(15g), 盐(2g), 糖(1g)","午餐, 晚餐",咸鲜,3.8,265,13.5,20.2,7.1,素菜
884,苦菜酥红豆,蔬菜菜系,"苦菜(100g), 红腰豆(150g), 干辣椒(5g), 花椒(2g), 蒜(10g), 食用油(30g), 盐(3g), 糖(2g)","午餐, 晚餐",咸鲜,4.5,320,12,15,35,素菜
885,茄子炒豆角,蔬菜菜系,"茄子(150g), 豆角(100g), 猪肉末(50g), 蒜末(10g), 姜末(5g), 食用油(15g), 生抽(10g), 老抽(3g), 盐(2g), 糖(2g)","午餐, 晚餐",咸鲜,3.8,280,12.5,18.2,16.5,素菜
886,茄子烧豆角,蔬菜菜系,"茄子(200g), 豆角(150g), 蒜(15g), 姜(10g), 食用油(20g), 酱油(15g), 盐(3g)","午餐, 晚餐",咸鲜,3.8,210,4.5,12.8,19.2,素菜
887,茄子煲,蔬菜菜系,"茄子(200g), 猪肉末(80g), 蒜(15g), 姜(10g), 葱(10g), 食用油(15g), 酱油(12g), 蚝油(10g), 白糖(5g), 淀粉(8g), 水(50g)","午餐, 晚餐",清淡,6.8,320,14,22,18,汤类
888,茄汁茭白,蔬菜菜系,"茭白(200g), 番茄酱(40g), 青椒(20g), 红椒(20g), 食用油(15g), 白糖(8g), 盐(3g), 蒜末(5g), 水(30g)","午餐, 晚餐",咸鲜,3.5,185,3.5,8.2,24.6,素菜
889,茄汁豆腐抱蛋,蔬菜菜系,"嫩豆腐(200g), 鸡蛋(100g), 番茄(150g), 番茄酱(30g), 蒜末(10g), 葱花(5g), 食用油(15g), 糖(5g), 盐(3g), 水淀粉(20g)","午餐, 晚餐",咸鲜,3.5,280,15,18,15,素菜
890,药芹干丝,蔬菜菜系,"药芹(150g), 干丝(100g), 猪肉丝(50g), 食用油(15g), 盐(3g), 糖(2g), 生抽(5g)","午餐, 晚餐",咸鲜,3.8,285,15.5,18.2,12.3,素菜
891,荷塘小炒,蔬菜菜系,"莲藕(100g), 荷兰豆(80g), 黑木耳(20g), 胡萝卜(50g), 鲜百合(30g), 蒜(5g), 食用油(15g), 盐(2g)","午餐, 晚餐",咸鲜,4.2,185,4.5,6.8,28.3,素菜
892,莲白粉丝,蔬菜菜系,"莲花白(150g), 粉丝(干,30g), 猪肉丝(30g), 葱(5g), 姜(3g), 蒜(5g), 干辣椒(2g), 食用油(15g), 酱油(8g), 盐(2g), 鸡精(1g)","午餐, 晚餐",咸鲜,2.8,250,6.5,10.2,32.5,素菜
893,莴笋炒蛋,蔬菜菜系,"莴笋(200g), 鸡蛋(100g), 食用油(15g), 盐(2g), 葱(5g)","午餐, 晚餐",咸鲜,3.2,195,9.5,14.2,6.8,素菜
894,菌菇炒火腿,蔬菜菜系,"火腿(100g), 鲜香菇(80g), 杏鲍菇(60g), 青椒(30g), 红椒(30g), 蒜(10g), 食用油(15g), 盐(2g), 生抽(8g), 蚝油(5g), 白砂糖(1g)","午餐, 晚餐",咸鲜,6.5,280,18,18,12,素菜
895,菜豆花,蔬菜菜系,"嫩豆腐(300g), 豆豉(30g), 猪肉末(50g), 蒜末(10g), 姜末(10g), 葱花(15g), 食用油(15g), 酱油(10g), 淀粉(5g), 水(50g)","午餐, 晚餐",咸鲜,4.2,285,18.5,16.8,12.5,素菜
896,萝卜丝拌香菜,蔬菜菜系,"白萝卜丝(200g), 香菜(30g), 蒜末(10g), 盐(2g), 糖(1g), 白醋(5g), 香油(3g), 辣椒油(可选)(2g)","午餐, 晚餐",咸鲜,1.2,60,1.5,2.5,9,素菜
897,葱油白菜,蔬菜菜系,"大白菜(200g), 小葱(20g), 食用油(15g), 生抽(10g), 盐(1g), 糖(1g)","午餐, 晚餐",葱香,1.8,120,2.5,9.5,8,素菜
898,葱香豆腐,蔬菜菜系,"豆腐(300g), 小葱(30g), 食用油(15g), 生抽(10g), 盐(2g), 糖(1g)","午餐, 晚餐",葱香,3.5,285,18.5,20.2,8.1,素菜
899,蒜泥小苦菜,蔬菜菜系,"小苦菜(200g), 蒜泥(30g), 食用油(15g), 盐(3g), 鸡精(2g), 白糖(1g)","午餐, 晚餐",蒜香,1.8,120,2.5,9,8,素菜
900,蒜泥油麦菜,蔬菜菜系,"油麦菜(200g), 大蒜(15g), 食用油(10g), 盐(2g), 鸡精(1g)","午餐, 晚餐",蒜香,2.5,100,2.5,7.5,6,素菜
901,蒜泥黄瓜,蔬菜菜系,"黄瓜(300g), 蒜泥(30g), 盐(3g), 白糖(2g), 香醋(15g), 香油(5g)","午餐, 晚餐",蒜香,1.8,75,2,3.5,10.5,素菜
902,蒜苔炒白玉菇,蔬菜菜系,"蒜苔(150g), 白玉菇(100g), 猪里脊肉(50g), 葱(5g), 姜(5g), 蒜(5g), 食用油(15g), 生抽(10g), 盐(2g), 白糖(2g)","午餐, 晚餐",咸鲜,4.2,210,12.5,12.8,11.2,素菜
903,蒜苗炒豆腐,蔬菜菜系,"豆腐(150g), 蒜苗(50g), 食用油(15g), 酱油(8g), 盐(2g), 糖(1g), 水(10g)","午餐, 晚餐",咸鲜,1.8,215,11.5,14.2,8.5,素菜
904,蒜茸西兰花,蔬菜菜系,"西兰花(300g), 大蒜(20g), 食用油(15g), 盐(3g), 鸡精(2g), 淀粉(5g)","午餐, 晚餐",咸鲜,2.5,125,6.5,8.2,10.8,素菜
905,蒜蓉丝瓜,蔬菜菜系,"丝瓜(300g), 蒜(30g), 食用油(15g), 盐(3g), 鸡精(2g)","午餐, 晚餐",蒜香,2.8,120,2.5,10.2,6.3,素菜
906,蒜香丝瓜酿,蔬菜菜系,"丝瓜(150g), 猪肉糜(80g), 蒜末(15g), 淀粉(10g), 食用油(8g), 生抽(5g), 盐(2g), 白胡椒粉(1g), 葱花(5g), 蚝油(5g)","午餐, 晚餐",蒜香,3.8,185,12.5,12.2,7.8,素菜
907,蒜香苦瓜,蔬菜菜系,"苦瓜(300g), 大蒜(20g), 食用油(15g), 盐(3g), 糖(2g), 鸡精(1g)","午餐, 晚餐",蒜香,3.5,150,2.5,12,8,素菜
908,蒸南瓜,蔬菜菜系,"南瓜(300g), 水(20g), 食用油(5g)","午餐, 晚餐",清淡,2.5,72,1.2,2,14.5,素菜
909,蒸水蛋,蔬菜菜系,"鸡蛋(150g), 水(300g), 盐(3g), 生抽(5g), 香油(2g), 葱花(2g)","午餐, 晚餐",清淡,1.8,230,18.5,15,2.5,素菜
910,蘸水豆花,蔬菜菜系,"豆花(300g), 辣椒油(15g), 酱油(20g), 葱花(10g), 姜末(5g), 蒜泥(10g), 榨菜末(15g), 油炸黄豆(10g), 香菜(5g), 盐(2g), 味精(1g)","午餐, 晚餐",咸鲜,3.5,250,12,15,18,素菜
911,虎皮辣椒,蔬菜菜系,"青尖椒(250g), 蒜末(15g), 食用油(25g), 生抽(15g), 醋(10g), 糖(5g), 盐(2g)","午餐, 晚餐",咸鲜,2.5,185,3.5,15.2,9.8,素菜
912,虎皮青椒,蔬菜菜系,"青椒(150g), 大蒜(10g), 食用油(15g), 生抽(10g), 老抽(5g), 醋(5g), 白糖(5g), 盐(2g)","午餐, 晚餐",咸鲜,2.5,120,2.5,9,8,素菜
913,虎皮青椒皮蛋,蔬菜菜系,"青椒(150g),皮蛋(100g),大蒜(10g),食用油(15g),生抽(10g),醋(5g),盐(2g),糖(2g)","午餐, 晚餐",咸鲜,3.5,220,9.5,16.5,9,素菜
914,虾米烩冬瓜,蔬菜菜系,"冬瓜(200g), 虾米(15g), 食用油(8g), 盐(2g), 鸡精(1g), 葱(5g), 姜(3g), 水(50g)","午餐, 晚餐",咸鲜,2.5,85,4.5,4.2,7.8,素菜
915,虾米茄子煲,蔬菜菜系,"茄子(300g), 虾米干(20g), 猪肉末(50g), 蒜末(15g), 姜末(10g), 葱花(10g), 食用油(20g), 生抽(15g), 老抽(5g), 蚝油(10g), 糖(5g), 淀粉(5g), 水(100g)","午餐, 晚餐",清淡,8.5,380,18,22,28,汤类
916,蚂蚁上树,蔬菜菜系,"粉丝(100g), 猪肉末(80g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 酱油(15g), 郫县豆瓣酱(20g), 料酒(5g), 糖(3g), 盐(2g), 高汤或水(50g)","午餐, 晚餐",咸鲜,6.5,420,12,18,55,素菜
917,蚝油生菜,蔬菜菜系,"生菜(200g), 蚝油(20g), 蒜(10g), 食用油(5g), 盐(1g), 糖(1g)","午餐, 晚餐",咸鲜,1.8,65,2.5,3.2,7.5,素菜
918,西兰花炒木耳,蔬菜菜系,"西兰花(150g), 黑木耳(干)(20g), 胡萝卜(30g), 大蒜(10g), 食用油(15g), 食盐(2g), 蚝油(10g)","午餐, 晚餐",咸鲜,3.5,180,6.5,10.2,15.8,素菜
919,西施藕夹,蔬菜菜系,"猪肉馅(80g), 莲藕(100g), 面粉(30g), 淀粉(20g), 鸡蛋(30g), 葱(5g), 姜(5g), 食用油(15g), 盐(2g), 生抽(5g), 料酒(3g), 白胡椒粉(0.5g)","午餐, 晚餐",咸鲜,6.5,320,12,18,28,素菜
920,西红柿炒鸡蛋,蔬菜菜系,"鸡蛋液(150g), 西红柿(200g), 葱(10g), 食用油(15g), 盐(3g), 糖(5g)","午餐, 晚餐",咸鲜,3.5,250,12,18,10,素菜
921,西红柿煎蛋,蔬菜菜系,"西红柿(200g), 鸡蛋(150g), 葱(10g), 食用油(15g), 盐(2g), 糖(3g)","午餐, 晚餐",咸鲜,3.5,245,15,17,10,素菜
922,西葫芦炒蛋,蔬菜菜系,"西葫芦(200g), 鸡蛋(100g), 食用油(15g), 葱(5g), 盐(2g)","午餐, 晚餐",咸鲜,2.8,225,10.5,17.2,6.5,素菜
923,豆腐丸子,蔬菜菜系,"豆腐(200g), 猪肉馅(50g), 葱(10g), 姜(5g), 鸡蛋(20g), 淀粉(15g), 食用油(15g), 盐(2g), 酱油(5g)","午餐, 晚餐",咸鲜,3.8,285,16,20,10,素菜
924,豆腐皮炒韭黄,蔬菜菜系,"豆腐皮(80g),韭黄(100g),胡萝卜(20g),食用油(8g),盐(1.5g),生抽(5g)","午餐, 晚餐",咸鲜,3.2,155,9.5,9.2,8.6,素菜
925,豆角茄子煲,蔬菜菜系,"豆角(150g), 茄子(150g), 猪肉末(50g), 蒜末(10g), 姜末(5g), 食用油(15g), 酱油(10g), 蚝油(10g), 盐(2g), 糖(3g), 水(50g)","午餐, 晚餐",清淡,5.8,280,12.5,18.2,15.3,汤类
926,豌豆凉粉,蔬菜菜系,"豌豆淀粉(100g), 水(600g), 蒜末(15g), 生抽(20g), 香醋(15g), 辣椒油(20g), 花椒油(5g), 白糖(5g), 盐(2g), 葱花(5g), 香菜(5g)","午餐, 晚餐",咸鲜,2.8,320,2.5,12,48,素菜
927,辣椒炒皮蛋,蔬菜菜系,"皮蛋(60g), 青椒(100g), 红椒(30g), 蒜(10g), 食用油(15g), 酱油(8g), 盐(2g)","午餐, 晚餐",咸鲜,3.5,180,7.5,12.5,8.5,素菜
928,辣烩包浆豆腐,蔬菜菜系,"包浆豆腐(200g), 猪肉末(50g), 郫县豆瓣酱(20g), 食用油(15g), 蒜末(10g), 姜末(5g), 葱花(10g), 生抽(10g), 糖(5g), 淀粉(5g), 水(100g)","午餐, 晚餐",咸鲜,6.5,320,18,22,12,素菜
929,酱爆三丁,蔬菜菜系,"鸡胸肉(80g), 猪里脊(50g), 黄瓜(60g), 胡萝卜(40g), 熟花生(30g), 甜面酱(25g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 料酒(5g), 淀粉(8g), 白糖(5g), 盐(2g)","午餐, 晚餐",酱香,6.8,320,25,18,15,素菜
930,酱香紫茄,蔬菜菜系,"紫茄(200g), 蒜末(10g), 姜末(5g), 葱花(5g), 食用油(15g), 黄豆酱(20g), 酱油(8g), 糖(3g), 淀粉(5g), 水(适量)","午餐, 晚餐",酱香,2.8,180,3.5,12,15,素菜
931,酸菜四季豆,蔬菜菜系,"酸菜(60g), 四季豆(100g), 猪肉末(50g), 蒜末(10g), 姜末(5g), 干辣椒段(3g), 食用油(15g), 盐(2g), 糖(2g), 生抽(5g)","午餐, 晚餐",酸辣,3.8,195,9.5,12,12,素菜
932,酸菜相思豆,蔬菜菜系,"酸菜(80g), 红豆(120g), 猪肉末(50g), 食用油(15g), 姜(5g), 蒜(5g), 干辣椒(2g), 盐(2g), 糖(3g), 酱油(8g), 水(适量)","午餐, 晚餐",酸辣,4.2,320,15,12,38,素菜
933,酸菜胡豆,蔬菜菜系,"酸菜(80g), 胡豆(150g), 食用油(15g), 干辣椒(5g), 蒜末(10g), 姜末(5g), 盐(2g), 糖(1g)","午餐, 晚餐",酸辣,3.2,320,12.5,15.8,32.6,素菜
934,酸菜魔芋豆腐,蔬菜菜系,"魔芋豆腐(200g), 酸菜(80g), 猪肉末(40g), 食用油(15g), 蒜末(10g), 姜末(5g), 葱花(5g), 干辣椒段(3g), 生抽(10g), 老抽(5g), 糖(2g), 盐(1g), 鸡精(1g)","午餐, 晚餐",酸辣,3.8,245,9.5,16.2,12.8,素菜
935,酸辣粉条,蔬菜菜系,"红薯粉条(150g), 猪肉末(30g), 花生碎(10g), 榨菜(15g), 香菜(5g), 葱(5g), 蒜末(5g), 姜末(2g), 辣椒油(15g), 酱油(10g), 醋(15g), 糖(3g), 盐(2g), 食用油(8g), 高汤(200g)","午餐, 晚餐",酸辣,4.5,320,8.5,12.5,42.5,素菜
936,醋溜土豆丝,蔬菜菜系,"土豆(200g), 青椒(20g), 红椒(10g), 大蒜(5g), 食用油(15g), 陈醋(15g), 盐(2g), 糖(2g), 鸡精(1g)","午餐, 晚餐",酸辣,1.8,195,3.2,8.5,27.5,素菜
937,醋溜白菜,蔬菜菜系,"大白菜(300g), 干辣椒(2g), 大蒜(10g), 生姜(5g), 大葱(10g), 食用油(15g), 陈醋(20g), 生抽(15g), 白糖(8g), 盐(3g), 水淀粉(20g)","午餐, 晚餐",酸辣,2.8,185,3.2,10.5,19.8,素菜
938,锅仔一鲜,蔬菜菜系,"鱼片(120g), 虾仁(80g), 蛤蜊(60g), 豆腐(100g), 金针菇(50g), 白菜(80g), 粉丝(40g), 姜(10g), 葱(15g), 蒜(10g), 食用油(15g), 料酒(10g), 盐(5g), 白胡椒粉(2g), 高汤(400g)","午餐, 晚餐",咸鲜,18.5,320,32,12,20,素菜
939,锅巴洋芋,蔬菜菜系,"土豆(200g), 食用油(15g), 辣椒粉(5g), 花椒粉(2g), 盐(3g), 葱花(10g)","午餐, 晚餐",咸鲜,2.5,250,4,10,35,素菜
940,青椒人工菌,蔬菜菜系,"青椒(80g), 人工菌(150g), 蒜(10g), 食用油(15g), 盐(3g), 生抽(8g)","午餐, 晚餐",咸鲜,2.8,120,4.5,8.2,8,素菜
941,青椒土豆丝,蔬菜菜系,"土豆(200g), 青椒(50g), 食用油(10g), 盐(3g), 醋(5g), 蒜末(5g)","午餐, 晚餐",咸鲜,1.8,180,3.5,5,30,素菜
942,青椒塌茄子,蔬菜菜系,"茄子(200g), 青椒(50g), 大蒜(10g), 食用油(15g), 生抽(10g), 盐(2g), 糖(3g)","午餐, 晚餐",咸鲜,3.5,180,3.5,12,15,素菜
943,青椒炒儿菜,蔬菜菜系,"儿菜(150g), 青椒(50g), 蒜(10g), 食用油(15g), 盐(2g), 糖(1g)","午餐, 晚餐",咸鲜,3.5,120,3.5,9,8,素菜
944,青椒炒干豆腐,蔬菜菜系,"干豆腐(120g), 青椒(80g), 猪肉(50g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 酱油(8g), 盐(2g), 淀粉(3g), 水(20g)","午餐, 晚餐",咸鲜,4.2,320,22,22,12,素菜
945,青炒冬瓜,蔬菜菜系,"冬瓜(200g), 食用油(15g), 蒜(5g), 盐(2g), 糖(1g)","午餐, 晚餐",咸鲜,2.8,90,0.8,15,4,素菜
946,青菜百叶,蔬菜菜系,"青菜(200g), 百叶(80g), 食用油(8g), 盐(2g), 蒜末(5g)","午餐, 晚餐",咸鲜,2.8,195,13.5,12.8,7.2,素菜
947,青菜豆腐,蔬菜菜系,"豆腐(150g), 青菜(100g), 食用油(10g), 盐(2g), 蒜(5g)","午餐, 晚餐",咸鲜,2.5,135,9.5,8.2,6,素菜
948,韭菜绿豆芽,蔬菜菜系,"韭菜(100g), 绿豆芽(200g), 食用油(15g), 盐(3g), 蒜(10g), 干辣椒(2g)","午餐, 晚餐",咸鲜,2.5,150,4.5,10.2,9.8,素菜
949,韭黄炒蛋,蔬菜菜系,"韭黄(150g), 鸡蛋(120g), 食用油(15g), 盐(2g)","午餐, 晚餐",咸鲜,3.5,245,13.5,18,5,素菜
950,风味茄子,蔬菜菜系,"茄子(300g), 猪肉末(80g), 青红椒(30g), 葱(15g), 姜(10g), 蒜(15g), 食用油(20g), 生抽(15g), 老抽(5g), 糖(8g), 醋(5g), 淀粉(10g), 盐(3g)","午餐, 晚餐",咸鲜,8.5,420,15,28,30,素菜
951,风味豆花,蔬菜菜系,"豆花(300g), 猪肉末(50g), 榨菜(20g), 花生碎(15g), 葱花(10g), 香菜(5g), 红油(15g), 酱油(10g), 醋(5g), 花椒粉(1g), 盐(2g)","午餐, 晚餐",咸鲜,4.5,320,18,22,12,素菜
952,香干豆芽,蔬菜菜系,"香干(80g), 豆芽(200g), 青红椒(20g), 葱(10g), 蒜(5g), 食用油(15g), 盐(2g), 生抽(10g), 鸡精(1g)","午餐, 晚餐",咸鲜,3.2,215,12.5,12.8,12,素菜
953,香菇上海青,蔬菜菜系,"上海青(200g), 鲜香菇(50g), 大蒜(10g), 食用油(8g), 盐(2g), 鸡精(1g)","午餐, 晚餐",咸鲜,2.8,95,3.5,5.2,8,素菜
